 ,TRAHEPG12903CAECB2,Gabriel Yared,Les chasseurs d'esclaves,0.034861,0.323382
 ,TRAOKVY128F426C3D6,Paul Cantelon,The Other Boleyn Girl - Opening Titles,0.035224,0.153299
 ,TRADESF128F4214D8E,Guns N' Roses,Mama Kin,0.035343,0.997424
 ,TRAGRIH128F426FE32,Gabriel Yared,Devon,0.035537,0.103641
 ,TRAKWXS128F930F798,Lollipop Lust Kill,No Answer (Outro),0.035571,0.460441
 ,TRAJPNM128F426C3F0,Paul Cantelon,Mary In Labor,0.035706,0.211155
 ,TRAMSIH128F42990AB,Olivier Messiaen,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,0.035841,0.00027
 ,TRAIVRV128F426D8A9,David Zinman;Pittsburgh Symphony Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,0.035855,0.004031
 ,TRACWCG128F9344150,The Balustrade Ensemble,Fall Away Into Darkness,0.035897,0.25644
 ,TRAGRLY128F1466214,Herbert Von Karajan,Si Mi Chiamano Mimila Boheme Act1 Remast,0.03601,0.142896
 ,TRAPEBQ128F14554C2,Bad Brains,At The Movies (Live),0.036091,0.992787
 ,TRALHOT128F92EE66D,Philip Glass,The Kiss: Golden Coins,0.036167,0.037856
 ,TRAMDVP128F92F9803,Alexandre Desplat,Le Chagrin de Coco,0.036272,0.147707
 ,TRANKMZ128F4229023,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,Everafter,0.036324,0.056852
 ,TRAAEUB12903CDD3EA,The Berzerker,Deform (live),0.036367,0.986628
 ,TRAGZDU128F93070B1,Dwight Twilley,Tomorrow Never Knows,0.036453,0.57425
 ,TRAPBNU128F92FB4B7,David Palmer,Émergences: III. Fragments d'épaves,0.03657,0.002363
 ,TRAPGCJ128F428CCD9,Amorphis,Privilege of Evil (From the Privilege of Evil EP),0.036589,0.975325
 ,TRAGCXQ128F426BDD9,Uriah Heep,Wake The Sleeper,0.03675,0.992257
 ,TRAROSP128F1487270,Anne Dudley,Rachel's retribution,0.03681,0.23793
 ,TRAJOZN128F92D688E,ColdWorld,Schmerzensschreie,0.03706,0.410621
 ,TRAIMTO128F4288EEF,Alas,Silencio De Aguas Profundas,0.037114,0.236297
 ,TRAOINP128F92F0217,Beherit,Lord of Shadows and Golden Wood,0.037185,0.391843
 ,TRAQCIE12903D07754,Moss,Orchard,0.037229,0.098794
 ,TRAFLFY128F92C637A,Rachel Portman,Bridget,0.037283,0.027696
 ,TRAFJKG128F9332800,The Frequency,Ego is the drug/3am,0.037323,0.306977
 ,TRAJZGG128F423DA86,Anne Dudley,Still Lost in the Forest,0.037348,0.182304
 ,TRAAHER128F92E3FE9,Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),0.03738,0.998726
 ,TRAHAMC128F425B346,Kurt Tepperwein,Subliminal mit Naturgeraeuschen,0.037473,0.038668
 ,TRADNTE12903CD8296,Saarbrücken Radio Symphony Orchestra,Phase (1972),0.03751,0.288953
 ,TRAHGCI128F14ACB7D,Elmer Bernstein,Drown The Dog!,0.037531,0.062929
 ,TRALESW128F92C7B94,James Newton Howard,Photographs,0.037554,0.015084
 ,TRAFNAH128F42A400D,Dive,Contact,0.037584,0.256406
 ,TRAJBLX128F4253677,James Newton Howard,Voices,0.037592,0.110121
 ,TRAEBSG128F9317B95,Herbst9_ Z'ev,Awakening of the Soulless,0.037595,0.54125
 ,TRADLZB128F933BB9B,Dino,Untitled,0.037698,0.946714
 ,TRAIHTK128F4291340,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,Werther - Lyric Drama in four Acts/Act I/Rêve! Extase! Bonheur!,0.037769,0.139306
 ,TRAODWK128F42916E2,Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,Mefistofele/La luna immobile,0.03777,0.009619
 ,TRADLAB128F931FCAE,Marilyn Horne / Wiener Opernorchester / Henry Lewis,Mon coeur s'ouvre à ta voix,0.037804,0.265547
 ,TRAGPAD128F42990B7,Olivier Messiaen,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),0.037903,0.031389
 ,TRAFMES128F930AB06,Schizoid,Dementia,0.038084,0.983017
 ,TRAPQQP128F42142F6,US Coast Guard Band,America The Beautiful,0.038327,0.028166
 ,TRAPWTX128F428FE47,Nick Ingman,"The Marquis and the Scaffold (From \Quills\"")""",0.038349,0.067306
 ,TRAIPBM128F424B87C,Alain Morisod,L'Amour en Heritage,0.038409,0.177729
 ,TRAPNJP128F1463E4B,Vangelis,Other Side Of Antarctica,0.038428,0.228393
 ,TRAQCCG128F14AD361,John Ottman,Entanglement,0.03849,0.179689
 ,TRAETPY12903CF4D2F,Asterisk*,Iron-head: Palestine,0.038516,0.981001
 ,TRAOYZH12903CBE1FF,ZombieSuckers,The Nightmare Begins,0.038533,0.035693
 ,TRAGDAF128F92F928C,Stress Assassin,EU A4,0.038538,0.509682
 ,TRAAMPA128F92E7D0D,Descendents,Orgofart,0.038541,0.207576
 ,TRAQRUZ128F149627D,Nick Ingman,Sangha the Outcast,0.038706,0.215714
 ,TRARRYC128F428CCDA,Amorphis,Misery Path (From the Privilege of Evil),0.038738,0.984448
 ,TRAANLZ128F934EC42,Jim Chappell,Still,0.038814,0.101016
 ,TRAMROF128F428ED37,Ramón Vargas,Dal labbro il canto,0.038897,0.044814
 ,TRAEPGE128F9328E94,Tom Barabas,Sedona Suite (Sunrise/Prayer/Joy/Sunset),0.038916,0.277322
 ,TRACXGV128F9349C63,Marcus Miller,Outro Duction,0.038999,0.489059
 ,TRAQXYU12903CD9262,Percy Faith,I Loves You Porgy,0.03901,0.319516
 ,TRAPHQB128F424AB35,Francis Dhomont,Chiaroscuro,0.039095,0.312747
 ,TRARBFC128EF3500F8,Sex Pistols,Chatterbox,0.039143,0.81302
 ,TRAIUSY12903CF0C92,Eluveitie,(Do)Minion,0.039249,0.995263
 ,TRAJRBF12903CDCA3F,Symphony in Peril,Inherent Scars,0.039255,0.658205
 ,TRABAXR128F426515F,Nick Ingman;Gavyn Wright,Wessex Loses a Bride,0.039305,0.15774
 ,TRAMITG128F92FB6BE,Asure,Ugly MF,0.039397,0.990828
 ,TRAHDCA128F92E8221,S.U.P,Insanity,0.039401,0.660212
 ,TRARFWJ128F9339D70,Maximilian Hecker,Birch,0.039466,0.081988
 ,TRAGKMU128F9305831,Tony Martin,September Song,0.039469,0.026382
 ,TRAAFON128F42926FB,Bruce Rowland,Rosemary Recalls,0.039517,0.081834
 ,TRAAGEC128E079252C,Nine Inch Nails,Metal,0.039539,0.34771
 ,TRANOXA12903CDB0ED,White Willow,The Reach,0.039546,0.312161
 ,TRAQJAO128F93289C4,Alturas,Turu wilakuy,0.039549,0.279509
 ,TRAOEFE128F425C67A,Michael Gettel,Through Bucky's Eyes,0.039635,0.177814
 ,TRALDSB12903CB4242,Goatwhore,Gravedom,0.039636,0.973957
 ,TRAOBNW128F92FCCC0,This Or The Apocalypse,Two Wars,0.0397,0.985387
 ,TRABDSK128F42443F1,Story Of The Year,Swallow The Knife (Live) (Segue),0.039787,0.463166
 ,TRAEVLC128F9306C77,Broadcast,One Hour Empire,0.039867,0.990478
 ,TRAOETQ128F92F9C27,Les Bonapartes,Welcome,0.039894,0.65458
 ,TRANELD128F4250FCF,Flora Purim,Latinas,0.039949,0.077569
 ,TRAHTZF128F4229377,Stephan Micus,Contessa Entellina,0.039971,0.009368
 ,TRAICJQ12903CF2681,Dark Fortress,Ghastly Indoctrination,0.039985,0.812647
 ,TRAPTRB128F422915D,Stephan Micus,part 2 - Winterlight,0.04084,0.055201
 ,TRAOLGV12903CB4229,Goatwhore,Liar of Nastrond,0.040906,0.982851
 ,TRAMETQ128F426CB63,Richard Souther,Red River Falling /O rubor sanguinis,0.041192,0.26164
 ,TRAEVHU128F92D9EA0,Blue October,My Never,0.041214,0.291805
 ,TRAAGPH128F4273C8D,Savage Garden,You Can Still Be Free,0.042842,0.353183
 ,TRAKJZU128EF34BE38,Scott Glasgow,Space Station Liberty,0.043908,0.529213
 ,TRAKIKG128F932BC18,Through the Eyes of the Dead,Outro,0.044252,0.02275
 ,TRAQTEH128F427DD91,New Roanoke Jug Band,I've Been Cryin' Since You've Been Gone,0.044792,0.213876
 ,TRAHDNJ128F4241432,Slipknot,The Heretic Anthem (Live version) (Album Version),0.044958,0.994143
 ,TRALYIQ12903CEC83A,Cotton Candy,The Windsor Tap Recap,0.045244,0.239837
 ,TRAAQZF12903CEDCB8,Brian Keane,Battle Of The Rosebud / Cries,0.045276,0.066648
 ,TRAJZDQ128F4260AC0,Vivian Khor,Loves Parting,0.045531,0.170592
 ,TRAFPLF12903CD8AE1,Gabriel Yared,La clé parfumée,0.045847,0.167348
 ,TRAHHJY12903CA73BD,John Debney,Porcelain Man,0.046788,0.07969
 ,TRAGVJI128F9331513,Jim Chappell,Almost Us,0.046958,0.119108
 ,TRAPCGA12903C980CF,Lionel Rogg,Fantasia In C Major BWV 570,0.047069,0.025574
 ,TRAEOFB12903CB7900,Muse,Exogenesis: Symphony Part 1 [Overture],0.048345,0.46855
 ,TRANMYD128F428AD0B,React,Fabrication,0.048952,0.946972
 ,TRADUSB128F92C50C6,Shamen,Scientas,0.049156,0.443887
 ,TRAQEUQ128F425282E,Behemoth,Chant For Eschaton 2000,0.049376,0.960879
 ,TRAIMJK12903CE26DA,IYOV,I See War,0.04955,0.924493
 ,TRAHZQF128F92F7F6C,Rhian Sheehan,An Afternoon On the Moon (Jet Jaguar's Remix),0.049599,0.207773
 ,TRAHLDM128F933A3B1,Sui Generis,Bubulina,0.051189,0.443721
 ,TRAASGM128EF34DBB0,Bone Thugs-N-Harmony / Akon,Never Forget Me,0.051481,0.47566
 ,TRAGVBL128EF35920C,The American Boychoir,Intermezzo,0.051657,0.006685
 ,TRAOWYT128F930D2DB,Vince Guaraldi Trio,Yesterdays,0.052289,0.0424
 ,TRAPDOI128F9327982,Antimatter,Expire,0.052603,0.485591
 ,TRANPWV128F9341281,Behemoth,He Who Breeds Pestilence,0.052643,0.990435
 ,TRAAGKS128F9314884,Emperor,Opus a Satana (Part 2),0.053504,0.568252
 ,TRAFQMD128F92D4950,Six Brown Brothers,Battery Acid,0.054289,0.437299
 ,TRADQUL128F93274F3,Georges Delerue,Ouverture,0.054803,0.259505
 ,TRAJYXI12903CF8185,Attack Attack,Outro,0.055125,0.131042
 ,TRAEUDO128F149CD13,Suicide,Do It Nice,0.05533,0.80228
 ,TRAGBOR128F92E1064,Emperor,With Strength I Burn,0.055723,0.952409
 ,TRAQMNB12903CDD58F,The Berzerker,Compromise,0.05613,0.971576
 ,TRAEOVG12903CEDD3A,James Newton Howard,The Burp Heard 'Round The World,0.05676,0.491871
 ,TRALZEI128F424D67D,Chris Jagger,Still Waters,0.056906,0.212775
 ,TRAFWOX12903CC1FA8,LORE,Pluvialus,0.057953,0.290828
 ,TRADHZN128F428DA0D,FIR,Lydia [Piano Version],0.058634,0.160181
 ,TRAGVKL128F427E896,Pearl Jam,4/20/02,0.058745,0.441065
 ,TRADBRI128F423BAED,George Lopez,Mas P**' (America'S Mexican),0.059351,0.978499
 ,TRAKIIY128F9312465,Eric Demarsan,Valérie,0.059801,0.126091
 ,TRAMEQB128F42710BB,Pierre Boulez,"Pli Selon Pli (\fold according to fold\"")/IV.  Improvisation sur Mallarmé III""",0.059879,0.159813
 ,TRAOMYU12903CF2C83,Dave Rave_ Mark McCarron,Face,0.060312,0.029092
 ,TRAPZYO128EF3519A2,G Unit feat. 50 Cent,Tony Yayo Explosion,0.060567,0.39349
 ,TRAIFGE12903CDAD7B,Salieri,Now everybody's gone,0.061261,0.039165
 ,TRALPXC128E07819A8,Sex Pistols,Pretty Vacant,0.061336,0.909104
 ,TRAHYLW128F92E3A44,Schizoid,Strangerhood,0.061987,0.391546
 ,TRANIJG128F92EFC9B,Tony Martin,Where in the World,0.062048,0.239703
 ,TRAMCUA128F4238312,Karlheinz Stockhausen,02'-15',0.062264,0.030786
 ,TRAOHJU128E0780CD2,Coldplay,A Rush Of Blood To The Head (Live In Sydney),0.062397,0.519105
 ,TRAMWKK128F9314838,Emperor,In the Wordless Chamber,0.062551,0.741575
 ,TRAKMXB12903CC67B2,Britt Nicole,Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),0.06256,0.306312
 ,TRAANLO128F422AE37,Cradle Of Filth,Summer Dying Fast,0.063662,0.95514
 ,TRAPLHS128F427FDD0,Malefaction,Abused And Unloved,0.063813,0.996309
 ,TRALCDJ128F9332573,Paul Taylor,Apogee (ft. TechTonic),0.066618,0.899091
 ,TRACRTS128F9300F7E,Bad Brains,Destroy Babylon,0.067028,0.931687
 ,TRAQPFR12903CC26CF,This Is Hell,REALIZATION: REMORSE,0.067403,0.706766
 ,TRAOORD12903CCD128,Stickboy,Stand Down,0.067526,0.99464
 ,TRALDHD128F42775BA,Hey Colossus,The Book of Disquiet,0.068176,0.315879
 ,TRAOWIU128F423195C,Astarte,Thorns of Charon (Pt. 2) - Emerge from Hades,0.068346,0.759073
 ,TRANGMD128F9302413,Timothy Byram-Wigfield,Les Corps Glorieux: III. L'Ange aux parfums,0.068389,0.019311
 ,TRAEUPF12903CB6277,Plagia,Floripa,0.068629,0.623364
 ,TRABDVD128F4292CDF,Lisa Lynne,Lake Of Dreams,0.069456,0.227055
 ,TRAPITR12903CFA4E5,Caniche Hara-Kiri,Frigide,0.069556,0.44043
 ,TRAFEEO12903CFEC87,Dark Fortress,The Silver Gate,0.069623,0.960114
 ,TRAJBIZ128F4252408,Erik Berglund,Angel Of Heaven's Gate,0.070013,0.095784
 ,TRAHNSH128F425346F,Danny Elfman,Birdies,0.0701,0.06856
 ,TRAFBVU128F426B3F6,Dimmu Borgir,The Fundamental Alienation,0.070458,0.949237
 ,TRALZKE128F42A45D1,Gabriel Yared,Ship in a Painting,0.070485,0.452242
 ,TRAFYRO128F42ACFC7,Talvin Singh,Traveller,0.07127,0.30516
 ,TRACYXW128F4297569,Whitesnake,Fool For Your Loving,0.071305,0.881316
 ,TRAPNQA128F1498B56,Pat Metheny / Charlie Haden,Message To A Friend,0.071824,0.036774
 ,TRAGCSE128F425FE4B,Michael Gettel,Safe Passage,0.071878,0.374718
 ,TRAOLZJ12903CB4FC7,Oasis,Columbia,0.072362,0.821236
 ,TRARIWH128E079349F,Oasis,Columbia,0.072362,0.821236
 ,TRAMKDJ128F92F3D8B,The Mars Volta,Take The Veil Cerpin Taxt,0.072481,0.955531
 ,TRAFEUS128F4258E64,Sir Neville Marriner,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),0.072811,0.055354
 ,TRARBLB128F14AD018,Stephen Warbeck,Birth Of The Falls,0.072901,0.262182
 ,TRAKPNA128F423B01D,Paul Avgerinos,Gnosis,0.073317,0.226984
 ,TRALNPA128F423CD2D,Marc Shaiman,We're New Yorkers Now!,0.073469,0.195182
 ,TRAPFBJ128F9308EE6,Beherit,Witchcraft,0.073841,0.914881
 ,TRALQZK128F429802D,Kings Of Leon,Day Old Blues,0.074096,0.263147
 ,TRAPIJO128EF3681CA,Simply Red,A Song For You (Live),0.074258,0.333702
 ,TRAQCTA12903CCE568,The Incurables,Finally,0.074288,0.427633
 ,TRAJHKT128F427FDCD,Malefaction,Beothuck,0.074755,0.991505
 ,TRADUOU12903CF4323,At All Cost,Drugs,0.074761,0.847259
 ,TRAGGMY12903CD9533,Floor,Heather,0.074994,0.869019
 ,TRAHEWU128F4279CAF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: XII. Ne Projicias,0.07554,0.023865
 ,TRACXOY128F934CEDC,Babbie Mason,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),0.075697,0.163764
 ,TRALGFI128F93500EE,Paulo Flores,Belina,0.075817,0.169914
 ,TRAAMKL128F9347D8A,BT,Robbers Kill Cop,0.076153,0.504962
 ,TRAKSBY128F931F7B1,Rolfe Kent,Bill's Speech - A New Kind of Warrior,0.076427,0.093402
 ,TRAFRFF128F931DCEF,Nick Conolly,Pseudoephedrine,0.076854,0.36422
 ,TRALDOQ128F92D8CA9,The London Pops Orchestra,Moon River,0.076917,0.176561
 ,TRAPOYK128F426BE3B,Alan Silvestri,Full House,0.076921,0.183271
 ,TRAIJVF128F9309AF9,Ann Hampton Callaway,Skylark,0.077499,0.143871
 ,TRAPUXT128F4230216,Lester Bowie,Organic Echo (Part II),0.077821,0.01979
 ,TRAJYRB128F1491A59,Gary Moore,Nothing's The Same,0.077905,0.145233
 ,TRANEYV128F4269032,Keb' Mo',I Am Your Mother Too,0.0782,0.24628
 ,TRAAOTT128F14AE002,Scott Wesley Brown,All Rise,0.0784,0.447337
 ,TRAHNMN128F932DA8E,Atari Teenage Riot,Destroy 2000 Years Of Culture,0.079206,0.991518
 ,TRALLHP128F4280A2F,David Arkenstone,Over The Rainbow,0.079229,0.213007
 ,TRAGLHT12903CCDB86,Julie Zenatti,Ma Douleur...,0.079602,0.366756
 ,TRAQRLZ128F425CE1D,Steve Smith,Blue Cave,0.079725,0.04202
 ,TRAROUS12903CF4F08,Roger Williams,I'm In The Mood For Love,0.079829,0.052952
 ,TRAROQL128F92F7E7D,David Taylor,Concertino for Bass Trombone and Trombone Choir,0.080237,0.053256
 ,TRABEMC128F148EF2D,Oasis,Morning Glory,0.080423,0.981378
 ,TRAHRGA12903CBB8AA,3 Steps Ahead,My Mind Is Gone,0.080559,0.720839
 ,TRANTEO128F429B51B,Craig Wedren,Alone in Love,0.081473,0.204229
 ,TRAJZVL128F9342662,The Continentals,Christmas Time,0.081693,0.385303
 ,TRAFTRX128F422D182,Chariots,Ghosts,0.08195,0.84596
 ,TRAHTEK128F4214840,Georges Delerue,Le Théâtre / Bof L'Important C'Est D'Aimer,0.082248,0.08435
 ,TRAFABD128F9321D41,Chico Hamilton,Autumn In New York,0.082371,0.076422
 ,TRAAZJU12903C980B6,Lionel Rogg,Prelude And Fugue In C Major BWV 531 : Fugue,0.082448,0.208792
 ,TRAANKK128F42531BC,Angelo Badalamenti,Taryns Deepest Fear,0.08411,0.147474
 ,TRAIPQN128F933A3AA,Sui Generis,Cuando Ya Me Empiece A Quedar Solo,0.084288,0.115244
 ,TRAMDQE128F1458F98,Public Image Ltd,The Suit,0.084484,0.198795
 ,TRAENGX12903CBDFF6,The Pineapple Thief,Snowdrops,0.084598,0.420669
 ,TRADRJM128F428DDB2,Clifton Chenier,Johnny Can't Dance,0.085274,0.981691
 ,TRADPSM128F92F5744,Alternative TV,Nasty Little Lonely,0.085328,0.285859
 ,TRAQWVS128F92D6481,Marcelo Radulovich,Non-Stop Floater,0.086554,0.229414
 ,TRAMYHK128F9348112,Yuridia,Estar Junto A Ti (Angel),0.088482,0.144094
 ,TRAEJXI128F4291A83,Baroness,Grad,0.0885,0.454247
 ,TRAQWEF128F92D2831,Claire Hamill,Icicle Rain,0.089054,0.355296
 ,TRADROR128F42936A4,Jan Wayne,Mad World (Money-G. Remix),0.089767,0.933906
 ,TRAFBML128F93163FB,Vaselines,Teenage Superstars (Album),0.090083,0.993361
 ,TRAAUZI12903CAFD53,The Nightraver & The Magican,Drop the Bass,0.090618,0.902283
 ,TRAAHKE128F421389B,Sonny Simmons,A Distant Voice,0.091085,0.025005
 ,TRAGUPV128F93354DE,SOL,Puedes ser feliz,0.091306,0.381648
 ,TRAJUYV128F93378E6,Jacques Douai,Le Dormeur du Val,0.091332,0.04111
 ,TRAJTZG128F931F7DC,Rolfe Kent,A Night at Mahmoud's,0.092908,0.028765
 ,TRABCTK128F934B224,40 Grit,Intro,0.093221,0.269753
 ,TRAINDN12903CE77F1,The Gentle Good,Hiraeth am Feirion,0.09404,0.148978
 ,TRAIKBM128F429160A,Uphill Battle,Thresh Hold,0.094587,0.983869
 ,TRALTKQ128F932DA67,Atari Teenage Riot,Revolution Action,0.094715,0.9912
 ,TRAHFQG128F149892A,Terry Callier,Satin Doll,0.094936,0.066399
 ,TRAPSMC128F42BC76A,Vanessa Bell Armstrong,Wonderful One,0.095251,0.390901
 ,TRALBDR128F9324E6E,Jeff And Sheri Easter,Praise His Name (Low Key-Studio Track w/o Background Vocals),0.095496,0.258079
 ,TRANIPA128F93151A2,Dionne Warwick,Just One Of Those Things,0.09575,0.233304
 ,TRADYQK128F42A762A,Muse,Stockholm Syndrome,0.095915,0.977092
 ,TRAMXGR128E07822CC,Radiohead,Bullet Proof ... I Wish I Was (Acoustic),0.096368,0.152466
 ,TRAHSFC128F9303E8E,Nando Lauria,O Come All Ye Faithful,0.096778,0.247802
 ,TRARLOJ128F92DFA03,Christos Dantis,Pai Keros,0.097074,0.246453
 ,TRALHMS128F930C08C,Converge,Dark Horse,0.097742,0.989543
 ,TRAKOLG128F427541A,Martriden,Blank Eye Stare,0.098713,0.964253
 ,TRAMQWV128F425C3DA,Erik Berglund,Ave Maria,0.098741,0.459139
 ,TRAOJIB128F4285140,Arthur Fiedler;Earl Wild;Pasquale Cardillo,Rhapsody In Blue,0.099266,0.220571
 ,TRAAMZB12903CAB002,Norrie Paramor,Dearly Beloved,0.099339,0.236105
 ,TRAFQOF128F933E3BA,Mario Garcia,Mis Sueños feat Norma Castro,0.099475,0.958976
 ,TRAMYEC128F4279CA7,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: IV. Quoniam Iniquitatem,0.100559,0.010603
 ,TRARRMK12903CDF793,Mistress,Shovel,0.10069,0.603579
 ,TRADRWF128F425F7BE,Lionel Rogg,Toccata Et Fugue En Ré Mineur BWV 565,0.100903,0.249386
 ,TRAQFXU128F424DF7C,RyanDan,Always,0.101109,0.408078
 ,TRACUGA128F14ACFB8,Elliot Goldenthal,Bullet Frenzy,0.101179,0.532113
 ,TRAIAFX128F92F7F4C,Rhian Sheehan,Existing Alone,0.101399,0.498974
 ,TRANWBG128F934AC15,Lizzy Borden,Generation Aliens,0.103,0.996301
 ,TRAACHN128F1489601,Five Bolt Main,Made Like This (Live),0.105316,0.986616
 ,TRAAFJW128F428A424,NOFX,Stickin In My Eye,0.105356,0.827416
 ,TRAADEV128F9348C0A,Javier Navarrete,Midnight Swim,0.106535,0.196887
 ,TRAKNPA128F4238BCC,Torcuato Mariano,Black and Blue,0.106939,0.380998
 ,TRAQHOI128F4233163,Dimmu Borgir,The Chosen Legacy,0.10774,0.932678
 ,TRARDJY128F14750EA,30 Seconds To Mars,Year Zero,0.108359,0.671436
 ,TRAEZLQ128F427F954,Snow Patrol,Chasing Cars,0.108421,0.60285
 ,TRAHUZS12903C9D9DD,P.o.d,Roman Empire,0.108634,0.407095
 ,TRADKLT128F9304E1D,The Antlers,Stairs To the Attic,0.10888,0.573507
 ,TRAJQOH128F934D64B,Ancient Astronauts,Crescent Moon,0.109437,0.331113
 ,TRAPRQZ128F427E188,John Mayer,Comfortable,0.109593,0.12888
 ,TRAAPXK128F934DF25,Daniela Dessì,New Age,0.109667,0.454207
 ,TRARMZO128F93362A2,Burt Bacharach,Love Theme (The Falling In Love),0.109917,0.127931
 ,TRALKGV128F932CADE,The Revolutionary Ensemble,911-544,0.110048,0.406391
 ,TRAHXMC128F4267B70,BT,Knowledge Of Self (Evol Intent Remix),0.111141,0.990702
 ,TRAMDDN128F4277101,Philip Glass,Left Alone...,0.111564,0.024079
 ,TRADBQM128F92F79EF,Uman,People of cloud nine,0.111961,0.388417
 ,TRAIYFL128F427D658,Tin Hat Trio,Width Of The World,0.112242,0.257257
 ,TRAGNOK12903CE7FF6,Organ Donors,Tranceplant,0.112247,0.992121
 ,TRAKWFH128F4236026,Sao Paris,Jap,0.112256,0.476288
 ,TRARIMG128F931B45A,Philippe Sarde,Grand Frère,0.112383,0.090517
 ,TRARMDJ128F931F980,William Goldstein,French Suite: A Paris Thing,0.113328,0.044689
 ,TRAKMUO128F4215890,Enrique Iglesias,Si Juras Regresar,0.113636,0.521911
 ,TRAPWGW128F92F8F7C,David Raksin,The Bad And The Beautiful,0.114234,0.335
 ,TRAGQQK128F42561AB,Edu Lobo,Canto Triste,0.114584,0.152943
 ,TRAAWAD128F92FA59F,The Secret Life of Teenage Girls,Carpe PM,0.115445,0.841492
 ,TRAASIG128F92C3A6B,Moonsorrow,Ukkosenjumalan poika,0.115448,0.97986
 ,TRAROHB128F145CD83,Gonzalo Rubalcaba,Yesterdays,0.115464,0.00926
 ,TRAFFEE12903CC04B4,Mons Leidvin Takle,Blott En Dag,0.115881,0.184126
 ,TRAOPRI12903C9FC25,Bruce Springsteen,Rosalita (Come Out Tonight),0.116012,0.957432
 ,TRAREZS128F428ACED,React,Lost Circles,0.11611,0.914282
 ,TRAHPBP128E079367D,Taste,On The Boards,0.116314,0.304879
 ,TRAANTZ128E0792529,Nine Inch Nails,The Frail,0.117186,0.043988
